Transaction Number,Business Date,PLU/Barcode,Item,Quantity,Amount incl GST,Tax Amount,Tax Name,Tax Rate,Sales Type,Shift,Employee,Tender,Transaction Time,
"13265,""10/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""76701"",""Employee, 3"",""Card"",""10/06/2022 12:59:28 PM"","
"13265,""10/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""76701"",""Employee, 3"",""Card"",""10/06/2022 12:59:28 PM"","
"13273,""10/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""76701"",""Employee, 3"",""Card"",""10/06/2022 01:07:29 PM"","
"13273,""10/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""76701"",""Employee, 3"",""Card"",""10/06/2022 01:07:29 PM"","
"13282,""10/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""76701"",""Employee, 3"",""Card"",""10/06/2022 01:16:55 PM"","
"13297,""10/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 01:36:23 PM"","
"13337,""10/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Fleet card"",""10/06/2022 02:49:37 PM"","
"13358,""10/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 03:31:02 PM"","
"13365,""10/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 03:39:20 PM"","
"13365,""10/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 03:39:20 PM"","
"13383,""10/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 04:19:37 PM"","
"13405,""10/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Card"",""10/06/2022 05:09:30 PM"","
"13405,""10/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Card"",""10/06/2022 05:09:30 PM"","
"13405,""10/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Card"",""10/06/2022 05:09:30 PM"","
"13412,""10/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Cash PLN,Cash PLN"",""10/06/2022 05:17:17 PM"","
"13431,""10/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Card"",""10/06/2022 05:44:21 PM"","
"13431,""10/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""76801"",""Employee, 1"",""Card"",""10/06/2022 05:44:21 PM"","
"13522,""10/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""76901"",""Employee, 2"",""Fleet card"",""10/06/2022 10:53:30 PM"","
"251997,""10/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""82502"",""Employee, 4"",""Card"",""10/06/2022 02:16:36 AM"","
"252104,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82602"",""Employee, 1"",""Fleet card"",""10/06/2022 08:25:23 AM"","
"252109,""10/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""82602"",""Employee, 1"",""Card"",""10/06/2022 08:37:28 AM"","
"252174,""10/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""82602"",""Employee, 1"",""Card"",""10/06/2022 11:53:18 AM"","
"252176,""10/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""82602"",""Employee, 1"",""Card"",""10/06/2022 11:54:46 AM"","
"252179,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82602"",""Employee, 1"",""Card"",""10/06/2022 12:00:24 PM"","
"252221,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 01:52:05 PM"","
"252255,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 03:05:45 PM"","
"252266,""10/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 03:29:51 PM"","
"252266,""10/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 03:29:51 PM"","
"252266,""10/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 03:29:51 PM"","
"252267,""10/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 03:32:37 PM"","
"252281,""10/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 03:53:14 PM"","
"252290,""10/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 04:09:58 PM"","
"252294,""10/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 04:25:08 PM"","
"252294,""10/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 04:25:08 PM"","
"252311,""10/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Fleet card"",""10/06/2022 05:04:55 PM"","
"252312,""10/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN"",""10/06/2022 05:15:25 PM"","
"252356,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Fleet card"",""10/06/2022 07:09:42 PM"","
"252372,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Cash PLN,Cash PLN"",""10/06/2022 07:47:35 PM"","
"252377,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 07:58:10 PM"","
"252380,""10/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 08:01:07 PM"","
"252404,""10/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 08:35:25 PM"","
"252405,""10/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 08:37:25 PM"","
"252426,""10/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""3.84"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""82702"",""Employee, 7"",""Card"",""10/06/2022 09:20:32 PM"","
"252467,""10/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""82802"",""Employee, 3"",""Card"",""10/06/2022 11:22:39 PM"","
"13587,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Fleet card"",""11/06/2022 08:15:10 AM"","
"13594,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 09:11:49 AM"","
"13595,""11/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Cash PLN,Cash PLN"",""11/06/2022 09:12:57 AM"","
"13595,""11/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Cash PLN,Cash PLN"",""11/06/2022 09:12:57 AM"","
"13634,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 10:17:29 AM"","
"13654,""11/06/2022"",""0000001006435"",""FRAPPE COFFEE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card,Card"",""11/06/2022 11:14:23 AM"","
"13658,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 11:20:42 AM"","
"13659,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 11:21:12 AM"","
"13666,""11/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 11:34:10 AM"","
"13668,""11/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 11:37:34 AM"","
"13670,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 11:39:07 AM"","
"13690,""11/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""77101"",""Employee, 8"",""Card"",""11/06/2022 12:17:03 PM"","
"13728,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 02:09:57 PM"","
"13736,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Cash PLN,Cash PLN"",""11/06/2022 02:28:52 PM"","
"13746,""11/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Cash PLN,Cash PLN"",""11/06/2022 02:51:00 PM"","
"13755,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 03:05:53 PM"","
"13761,""11/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 03:15:08 PM"","
"13765,""11/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 03:40:33 PM"","
"13771,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 04:04:09 PM"","
"13787,""11/06/2022"",""0000001006435"",""FRAPPE COFFEE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Cash PLN,Cash PLN,Loyalty points"",""11/06/2022 04:41:14 PM"","
"13794,""11/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 05:32:55 PM"","
"13800,""11/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Fleet card"",""11/06/2022 05:41:07 PM"","
"13818,""11/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Cash PLN"",""11/06/2022 06:21:08 PM"","
"13839,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77201"",""Employee, 1"",""Card"",""11/06/2022 07:50:53 PM"","
"13855,""11/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""4.79"",""0.35"",""VAT 8%"",""8.00%"",""Regular Sales"",""77301"",""Employee, 7"",""Card"",""11/06/2022 09:37:33 PM"","
"13859,""11/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""4.80"",""0.36"",""VAT 8%"",""8.00%"",""Regular Sales"",""77301"",""Employee, 7"",""Card"",""11/06/2022 10:27:38 PM"","
"13859,""11/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.45"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""77301"",""Employee, 7"",""Card"",""11/06/2022 10:27:38 PM"","
"252503,""11/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""82902"",""Employee, 3"",""Card"",""11/06/2022 05:22:50 AM"","
"252515,""11/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""82902"",""Employee, 3"",""Card"",""11/06/2022 05:41:56 AM"","
"252533,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Cash PLN,Card"",""11/06/2022 07:10:32 AM"","
"252553,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 07:57:31 AM"","
"252594,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 10:04:48 AM"","
"252604,""11/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 10:25:29 AM"","
"252608,""11/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 10:31:49 AM"","
"252613,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 10:45:27 AM"","
"252642,""11/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Cash PLN,Cash PLN"",""11/06/2022 12:30:42 PM"","
"252652,""11/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Card"",""11/06/2022 12:48:14 PM"","
"252653,""11/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Fleet card"",""11/06/2022 12:51:47 PM"","
"252660,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83002"",""Employee, 1"",""Cash PLN,Cash PLN"",""11/06/2022 01:10:37 PM"","
"252688,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Fleet card"",""11/06/2022 02:00:09 PM"","
"252699,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Card"",""11/06/2022 03:12:25 PM"","
"252705,""11/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Fleet card"",""11/06/2022 03:24:31 PM"","
"252714,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Cash PLN,Cash PLN"",""11/06/2022 03:56:35 PM"","
"252768,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Card"",""11/06/2022 06:51:15 PM"","
"252770,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83102"",""Employee, 9"",""Card"",""11/06/2022 06:53:58 PM"","
"252811,""11/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83202"",""Employee, 4"",""Fleet card"",""11/06/2022 10:08:46 PM"","
"252824,""11/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83202"",""Employee, 4"",""Card"",""11/06/2022 11:16:15 PM"","
"13923,""12/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""77501"",""Employee, 2"",""Cash PLN,Cash PLN"",""12/06/2022 07:43:51 AM"","
"13933,""12/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""77501"",""Employee, 2"",""Card"",""12/06/2022 08:56:16 AM"","
"13933,""12/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""77501"",""Employee, 2"",""Card"",""12/06/2022 08:56:16 AM"","
"13946,""12/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.67"",""0.42"",""VAT 8%"",""8.00%"",""Regular Sales"",""77501"",""Employee, 2"",""Card"",""12/06/2022 10:11:13 AM"","
"13991,""12/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 01:40:22 PM"","
"14041,""12/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Cash PLN"",""12/06/2022 05:12:46 PM"","
"14081,""12/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:00:20 PM"","
"14086,""12/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:19:03 PM"","
"14098,""12/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:59:02 PM"","
"14098,""12/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""3.90"",""0.29"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:59:02 PM"","
"14098,""12/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.55"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:59:02 PM"","
"14099,""12/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""5.55"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:59:55 PM"","
"14099,""12/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 08:59:55 PM"","
"14100,""12/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""5.11"",""0.38"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 09:00:50 PM"","
"14100,""12/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""5.11"",""0.38"",""VAT 8%"",""8.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 09:00:50 PM"","
"14109,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""77601"",""Employee, 2"",""Card"",""12/06/2022 09:19:02 PM"","
"252895,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Fleet card"",""12/06/2022 07:29:53 AM"","
"252924,""12/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Fleet card"",""12/06/2022 09:07:50 AM"","
"252954,""12/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 10:54:45 AM"","
"252959,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 11:12:38 AM"","
"252966,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 11:29:02 AM"","
"252978,""12/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 11:51:13 AM"","
"252989,""12/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Cash PLN,Cash PLN"",""12/06/2022 12:24:23 PM"","
"252992,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 12:28:13 PM"","
"253023,""12/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83402"",""Employee, 1"",""Card"",""12/06/2022 01:31:03 PM"","
