Transaction Number,Business Date,PLU/Barcode,Item,Quantity,Amount incl GST,Tax Amount,Tax Name,Tax Rate,Sales Type,Shift,Employee,Tender,Transaction Time,
"19259,""26/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Card"",""26/06/2022 01:54:25 PM"","
"19265,""26/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Card"",""26/06/2022 02:29:03 PM"","
"19266,""26/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Cash PLN,Cash PLN"",""26/06/2022 02:33:36 PM"","
"19288,""26/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""10.99"",""2.06"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Cash PLN"",""26/06/2022 05:15:02 PM"","
"19309,""26/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Card"",""26/06/2022 06:47:36 PM"","
"19318,""26/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Card"",""26/06/2022 07:16:54 PM"","
"19323,""26/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83401"",""Employee, 9"",""Fleet card"",""26/06/2022 07:40:50 PM"","
"19349,""26/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83501"",""Employee, 3"",""Card"",""26/06/2022 09:57:03 PM"","
"19360,""26/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.81"",""0.43"",""VAT 8%"",""8.00%"",""Regular Sales"",""83501"",""Employee, 3"",""Card"",""26/06/2022 10:48:21 PM"","
"19360,""26/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.81"",""0.43"",""VAT 8%"",""8.00%"",""Regular Sales"",""83501"",""Employee, 3"",""Card"",""26/06/2022 10:48:21 PM"","
"257954,""26/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89002"",""Employee, 3"",""Card"",""26/06/2022 01:58:54 AM"","
"257966,""26/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""89002"",""Employee, 3"",""Card"",""26/06/2022 03:23:39 AM"","
"257994,""26/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Cash PLN,Cash PLN"",""26/06/2022 07:05:51 AM"","
"257994,""26/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Cash PLN,Cash PLN"",""26/06/2022 07:05:51 AM"","
"258058,""26/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Card"",""26/06/2022 10:56:50 AM"","
"258058,""26/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Card"",""26/06/2022 10:56:50 AM"","
"258066,""26/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Card"",""26/06/2022 11:19:37 AM"","
"258082,""26/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Cash PLN,Cash PLN"",""26/06/2022 11:44:00 AM"","
"258085,""26/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Card"",""26/06/2022 11:59:55 AM"","
"258109,""26/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Cash PLN,Cash PLN"",""26/06/2022 12:42:39 PM"","
"258109,""26/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Cash PLN,Cash PLN"",""26/06/2022 12:42:39 PM"","
"258116,""26/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""89102"",""Employee, 2"",""Card"",""26/06/2022 01:05:25 PM"","
"258150,""26/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Cash PLN,Cash PLN"",""26/06/2022 03:06:45 PM"","
"258240,""26/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 08:09:29 PM"","
"258240,""26/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 08:09:29 PM"","
"258240,""26/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 08:09:29 PM"","
"258244,""26/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 08:17:32 PM"","
"258264,""26/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""4.59"",""0.34"",""VAT 8%"",""8.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 09:13:27 PM"","
"258264,""26/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""4.60"",""0.34"",""VAT 8%"",""8.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Card"",""26/06/2022 09:13:27 PM"","
"258273,""26/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""89202"",""Employee, 1"",""Cash PLN,Cash PLN"",""26/06/2022 09:39:26 PM"","
"19399,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""BON TIR"",""27/06/2022 04:39:27 AM"","
"19399,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""BON TIR"",""27/06/2022 04:39:27 AM"","
"19400,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""-1"",""-13.99"",""-2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""Cash PLN"",""27/06/2022 04:41:44 AM"","
"19400,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""-1"",""-13.99"",""-2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""Cash PLN"",""27/06/2022 04:41:44 AM"","
"19401,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""BON TIR,Card"",""27/06/2022 04:42:11 AM"","
"19401,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""BON TIR,Card"",""27/06/2022 04:42:11 AM"","
"19406,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83601"",""Employee, 3"",""Fleet card"",""27/06/2022 05:11:19 AM"","
"19435,""27/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Cash PLN,Cash PLN"",""27/06/2022 06:15:03 AM"","
"19443,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 06:36:41 AM"","
"19445,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Cash PLN,Cash PLN"",""27/06/2022 06:40:50 AM"","
"19465,""27/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Cash PLN,Cash PLN"",""27/06/2022 07:14:44 AM"","
"19485,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Fleet card"",""27/06/2022 07:49:44 AM"","
"19490,""27/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Cash PLN"",""27/06/2022 08:08:48 AM"","
"19491,""27/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 08:10:54 AM"","
"19491,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 08:10:54 AM"","
"19501,""27/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 08:39:43 AM"","
"19510,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 09:00:51 AM"","
"19543,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Cash PLN"",""27/06/2022 10:16:32 AM"","
"19550,""27/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Fleet card"",""27/06/2022 10:44:09 AM"","
"19553,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 10:47:44 AM"","
"19579,""27/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 11:38:31 AM"","
"19591,""27/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""BON TIR,Card"",""27/06/2022 12:16:52 PM"","
"19595,""27/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 12:21:20 PM"","
"19598,""27/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 12:29:40 PM"","
"19598,""27/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 12:29:40 PM"","
"19610,""27/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""83701"",""Employee, 10"",""Card"",""27/06/2022 01:01:00 PM"","
"19639,""27/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN,Cash PLN"",""27/06/2022 02:02:50 PM"","
"19643,""27/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN,Cash PLN"",""27/06/2022 02:07:13 PM"","
"19654,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 02:21:59 PM"","
"19658,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 02:54:06 PM"","
"19671,""27/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Fleet card"",""27/06/2022 03:09:07 PM"","
"19682,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 03:29:19 PM"","
"19711,""27/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Fleet card"",""27/06/2022 04:36:04 PM"","
"19717,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN,Cash PLN"",""27/06/2022 04:49:12 PM"","
"19727,""27/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""13.90"",""1.03"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN,Cash PLN"",""27/06/2022 05:12:10 PM"","
"19759,""27/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Fleet card"",""27/06/2022 06:18:15 PM"","
"19762,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Fleet card"",""27/06/2022 06:20:30 PM"","
"19765,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 06:24:12 PM"","
"19793,""27/06/2022"",""0000001006435"",""FRAPPE COFFEE"",""1"",""10.99"",""2.06"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 07:16:35 PM"","
"19794,""27/06/2022"",""0000001006435"",""FRAPPE COFFEE"",""1"",""10.99"",""2.06"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 07:17:28 PM"","
"19800,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN"",""27/06/2022 07:33:04 PM"","
"19815,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Cash PLN,Cash PLN"",""27/06/2022 07:53:52 PM"","
"19830,""27/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 08:24:36 PM"","
"19838,""27/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.67"",""0.27"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 08:43:53 PM"","
"19850,""27/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.42"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 09:09:27 PM"","
"19850,""27/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.43"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""83801"",""Employee, 1"",""Card"",""27/06/2022 09:09:27 PM"","
"19869,""27/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""4.90"",""0.36"",""VAT 8%"",""8.00%"",""Regular Sales"",""83901"",""Employee, 5"",""Card"",""27/06/2022 10:13:51 PM"","
"19872,""27/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.43"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""83901"",""Employee, 5"",""Card"",""27/06/2022 10:38:35 PM"","
"19872,""27/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.42"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""83901"",""Employee, 5"",""Card"",""27/06/2022 10:38:35 PM"","
"258350,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Cash PLN,Cash PLN"",""27/06/2022 08:04:11 AM"","
"258355,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Fleet card"",""27/06/2022 08:19:25 AM"","
"258356,""27/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Cash PLN"",""27/06/2022 08:20:21 AM"","
"258357,""27/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""107.96"",""20.19"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Fleet card"",""27/06/2022 08:22:22 AM"","
"258359,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Cash PLN,Cash PLN"",""27/06/2022 08:30:48 AM"","
"258360,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Fleet card"",""27/06/2022 08:31:39 AM"","
"258366,""27/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Card"",""27/06/2022 08:45:50 AM"","
"258388,""27/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Card"",""27/06/2022 09:39:44 AM"","
"258395,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Card"",""27/06/2022 09:55:20 AM"","
"258419,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Fleet card"",""27/06/2022 11:11:39 AM"","
"258444,""27/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Cash PLN,Cash PLN"",""27/06/2022 01:18:41 PM"","
"258452,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89602"",""Employee, 6"",""Card"",""27/06/2022 01:52:04 PM"","
"258469,""27/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Card"",""27/06/2022 02:26:51 PM"","
"258469,""27/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Card"",""27/06/2022 02:26:51 PM"","
"258477,""27/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Cash PLN,Cash PLN"",""27/06/2022 02:41:53 PM"","
"258482,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Cash PLN,Cash PLN"",""27/06/2022 02:52:42 PM"","
"258483,""27/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Card"",""27/06/2022 02:58:02 PM"","
"258502,""27/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Cash PLN,Cash PLN"",""27/06/2022 04:53:22 PM"","
"258535,""27/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""89702"",""Employee, 9"",""Cash PLN,Cash PLN"",""27/06/2022 09:26:14 PM"","
"110006,""28/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Cash PLN,Cash PLN"",""28/06/2022 09:37:52 AM"","
"110031,""28/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Fleet card"",""28/06/2022 10:39:23 AM"","
"110055,""28/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Fleet card"",""28/06/2022 01:11:12 PM"","
"110085,""28/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Card"",""28/06/2022 02:43:29 PM"","
"110135,""28/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Cash PLN,Card"",""28/06/2022 04:46:50 PM"","
"110158,""28/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Fleet card"",""28/06/2022 05:45:15 PM"","
"110169,""28/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Cash PLN,Cash PLN"",""28/06/2022 06:12:42 PM"","
"110182,""28/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Card"",""28/06/2022 06:56:49 PM"","
"110191,""28/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Card"",""28/06/2022 07:09:26 PM"","
"110191,""28/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Card"",""28/06/2022 07:09:26 PM"","
"110191,""28/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""84201"",""Employee, 4"",""Card"",""28/06/2022 07:09:26 PM"","
"19952,""28/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Card"",""28/06/2022 07:39:50 AM"","
"19967,""28/06/2022"",""0000001004097"",""LATTE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Cash PLN,Cash PLN"",""28/06/2022 08:24:32 AM"","
"19987,""28/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Card"",""28/06/2022 09:00:19 AM"","
"19996,""28/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Card"",""28/06/2022 09:09:24 AM"","
"19999,""28/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""84101"",""Employee, 1"",""Cash PLN,Cash PLN"",""28/06/2022 09:27:16 AM"","
"258583,""28/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""89902"",""Employee, 3"",""Cash PLN"",""28/06/2022 02:40:36 AM"","
"258633,""28/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""90002"",""Employee, 3"",""Cash PLN"",""28/06/2022 07:07:10 AM"","
"258646,""28/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""90002"",""Employee, 3"",""Card"",""28/06/2022 07:23:51 AM"","
"258646,""28/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""90002"",""Employee, 3"",""Card"",""28/06/2022 07:23:51 AM"","
"258650,""28/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""90002"",""Employee, 3"",""Card"",""28/06/2022 07:30:22 AM"","
